ID_date;ID_site;C14Age;Std;Method;Sample;Sample_type;Type_site;Marine;Marine_err;Reservoir;Reservoir_err;Combined;Filtered
722;198;10400;500;C14;Charcoal;Aggregated;Shelter;0;0;0;0;0;0
723;199;9212;83;AMS;Nd;Unknown;Cave;0;0;0;0;0;1
724;199;8847;119;AMS;Nd;Unknown;Cave;0;0;0;0;0;1
725;200;10120;280;C14;Charcoal;Unknown;Cave;0;0;0;0;0;0
728;200;11130;170;C14;Charcoal;Unknown;Cave;0;0;0;0;0;1
0726_0727;200;11044;113;C14;Charcoal;Unknown;Cave;0;0;0;0;1;1
729;201;10160;110;C14;Charcoal;Unknown;Shelter;0;0;0;0;0;1
975;201;9260;110;C14;Charcoal;Unknown;Shelter;0;0;0;0;0;1
730;202;9600;180;C14;Charcoal;Aggregated;Cave;0;0;0;0;0;1
731;202;10160;400;C14;Charcoal;Aggregated;Cave;0;0;0;0;0;0
732;202;10300;180;C14;Bone_collagen;Aggregated;Cave;0;0;0;0;0;1
733;203;10280;230;C14;Bone_collagen;Aggregated;Cave;0;0;0;0;0;0
734;204;10280;120;AMS;Bone_collagen;Individual;Cave;0;0;0;0;0;1
735;204;10710;100;AMS;Bone_collagen;Individual;Cave;0;0;0;0;0;1
736;205;11460;860;C14;Bone_collagen;Aggregated;Cave;0;0;0;0;0;0
737;205;11700;140;C14;Bone_collagen;Individual;Cave;0;0;0;0;0;1
738;205;10380;140;C14;Bone_collagen;Individual;Cave;0;0;0;0;0;1
739;206;10460;90;C14;Bone_collagen;Unknown;Cave;0;0;0;0;0;1
740;206;10558;244;C14;Bone_collagen;Unknown;Cave;0;0;0;0;0;0
741;207;11270;150;C14;Nd;Unknown;Cave;0;0;0;0;0;1
742;208;11630;170;C14;Bone_collagen;Aggregated;Shelter;0;0;0;0;0;1
743;209;11700;70;C14;Bone_collagen;Unknown;Cave;0;0;0;0;0;1
744;210;7750;40;AMS;Charcoal;Individual;Open;0;0;0;0;0;1
745;211;7480;40;AMS;Charcoal;Individual;Open;0;0;0;0;0;1
746;211;7480;40;AMS;Pollen;Aggregated;Open;0;0;0;0;0;0
747;212;7620;70;C14;Bone_collagen;Aggregated;Shelter;0;0;0;0;0;1
748;212;7920;100;C14;Bone_collagen;Aggregated;Shelter;0;0;0;0;0;1
749;212;8200;70;C14;Bone_collagen;Aggregated;Shelter;0;0;0;0;0;1
750;213;7435;45;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
751;213;7955;45;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
752;213;8060;270;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;0
753;213;8159;170;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
754;213;8210;210;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;0
755;213;8390;60;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
756;213;9200;50;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
757;214;8310;60;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
1117;214;6990;50;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
758;215;6830;50;AMS;Bone_collagen;Individual;Shelter;0;0;0;0;0;1
759;215;7600;50;AMS;Bone_collagen;Individual;Shelter;0;0;0;0;0;1
760;215;7550;200;AMS;Bone_collagen;Individual;Shelter;0;0;0;0;0;1
761_762;216;7146;62;AMS;Charcoal;Unknown;Open;0;0;0;0;1;1
763;217;7550;50;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
764;217;7570;100;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
767;217;8080;50;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
769;217;7350;60;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
765_766;217;7760;45;AMS;Charcoal;Unknown;Shelter;0;0;0;0;1;1
768;218;7340;70;C14;Charcoal;Unknown;Shelter;0;0;0;0;0;1
772;219;8530;420;C14;Charcoal;Aggregated;Shelter;0;0;0;0;0;0
776;219;9250;160;C14;Charcoal;Aggregated;Shelter;0;0;0;0;0;1
778;219;10340;130;C14;Charcoal;Aggregated;Shelter;0;0;0;0;0;1
781;219;11690;90;C14;Charcoal;Aggregated;Shelter;0;0;0;0;0;1
782;219;11870;110;C14;Charcoal;Aggregated;Shelter;0;0;0;0;0;1
773_774_775;219;8927;70;C14;Charcoal;Aggregated;Shelter;0;0;0;0;1;1
779_780;219;11290;99;C14;Charcoal;Aggregated;Shelter;0;0;0;0;1;1
883_771;219;8318;116;C14;Charcoal;Aggregated;Shelter;0;0;0;0;1;1
783;220;8270;65;AMS;Charcoal;Unknown;Cave;0;0;0;0;0;1
784;220;8686;55;AMS;Charcoal;Unknown;Cave;0;0;0;0;0;1
793;221;8720;40;AMS;Charcoal;Individual;Open;0;0;0;0;0;1
886;222;7790;40;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;1
887;222;7680;40;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;1
888;222;7210;30;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;1
901;223;7900;50;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;1
1043;223;7390;40;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;1
902_903;224;7248;32;AMS;Charcoal;Individual;Shelter;0;0;0;0;1;1
904;226;6815;45;AMS;Charcoal;Unknown;Shelter;0;0;0;0;0;1
905;226;6995;40;AMS;Bone;Unknown;Shelter;0;0;0;0;0;1
906;226;7035;45;AMS;Bone;Unknown;Shelter;0;0;0;0;0;1
934;227;11115;50;AMS;Bone;Individual;Cave;0;0;0;0;0;1
935;227;10045;45;AMS;Bone;Individual;Cave;0;0;0;0;0;1
939;228;13960;40;AMS;Bone;Individual;Cave;0;0;0;0;0;1
948;229;7320;50;AMS;Charcoal;Unknown;Cave;0;0;0;0;0;1
949;229;9360;40;AMS;Charcoal;Unknown;Cave;0;0;0;0;0;1
950;229;10540;60;AMS;Bone;Unknown;Cave;0;0;0;0;0;1
1055;230;13920;240;C14;Bone;Individual;Cave;0;0;0;0;0;0
1056;230;14440;180;C14;Bone;Individual;Cave;0;0;0;0;0;1
1057;230;15300;700;C14;Bone;Individual;Cave;0;0;0;0;0;0
1058;231;16270;240;C14;Bone;Aggregated;Cave;0;0;0;0;0;0
1059;231;15740;240;C14;Bone;Aggregated;Cave;0;0;0;0;0;0
1063;232;13050;150;C14;Bone;Unknown;Cave;0;0;0;0;0;1
1064;232;14830;170;C14;Bone;Unknown;Cave;0;0;0;0;0;1
1065;233;14090;190;C14;Bone;Individual;Cave;0;0;0;0;0;1
1066;233;14020;130;C14;Bone ;Individual;Cave;0;0;0;0;0;1
1067;234;14690;200;C14;Nd;Unknown;Shelter;0;0;0;0;0;1
1080_1081;235;11636;102;AMS;Bone;Individual;Shelter;0;0;0;0;1;1
267;236;8700;170;C14;Bone;Unknown;Cave;0;0;0;0;0;1
1069;236;17050;140;C14;Bone;Unknown;Cave;0;0;0;0;0;1
1116;236;10280;190;C14;Bone;Unknown;Cave;0;0;0;0;0;1
1083;237;8550;80;AMS;Bone;Individual;Cave;0.5;0;-105;21;0;1
967;238;6800;160;C14;Charcoal;Unknown;Cave;0;0;0;0;0;1
1100;239;8650;185;C14;Charcoal;Individual;Cave;0;0;0;0;0;1
1104;240;9000;150;C14;Nd;Unknown;Cave;0;0;0;0;0;1
1105;241;8640;50;AMS;Charcoal;Individual;Open;0;0;0;0;0;1
1106;241;8950;50;AMS;Charcoal;Individual;Open;0;0;0;0;0;1
1188;249;10760;80;C14;Shell;Aggregated;Open;1;0;95;15;0;1
1183_1184;143;7602;30;AMS;Shell;Unknown;Open;1;0;95;15;1;1
1088;243;8720;40;AMS;Charcoal;Individual;Open;0;0;0;0;0;1
1170;244;8400;70;C14;Charcoal;Aggregated;Open;0;0;0;0;0;1
1171;244;8802;100;C14;charcoal;Aggregated;Open;0;0;0;0;0;1
1172;245;11600;1200;OSL_TL;Sediment;Aggregated;Open;0;0;0;0;0;0
1173;245;11900;1100;OSL_TL;Sediment;Aggregated;Open;0;0;0;0;0;0
1174;245;12700;1000;OSL_TL;Sediment;Aggregated;Open;0;0;0;0;0;0
1175;246;8930;80;AMS;Tooth;Individual;Open;0;0;0;0;0;0
1176;246;9830;130;AMS;Bone;Individual;Open;0;0;0;0;0;1
1177;246;10510;40;AMS;Bone;Individual;Open;0;0;0;0;0;1
1178;246;10800;1700;TL;Sediment;Aggregated;Open;0;0;0;0;0;0
1179;246;11000;1100;OSL_TL;Sediment;Aggregated;Open;0;0;0;0;0;0
1180;246;11800;900;OSL_TL;Sediment;Aggregated;Open;0;0;0;0;0;0
1181;247;10540;95;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;0
1182;247;12340;50;AMS;Charcoal;Individual;Shelter;0;0;0;0;0;0
416_417;143;8452;41;AMS;Shell;Unknown;Open;1;0;95;15;1;1
418_872;143;8373;37;AMS;Shell;Unknown;Open;1;0;95;15;1;1
424_425;143;8095;36;AMS;Shell;Unknown;Open;1;0;95;15;1;1
445_443;147;9044;49;AMS;Shell;Individual;Open;1;0;95;15;1;1
446_447;148;8403;50;AMS;Shell;Unknown;Open;1;0;95;15;1;1
